"","pollster","date","start","end","respondents","party","percent","votes","state"
"14113","insa",2020-01-21,2020-01-17,2020-01-20,2122,"left",9.5,201.59,"fed"
"14114","insa",2020-01-21,2020-01-17,2020-01-20,2122,"afd",15,318.3,"fed"
"14115","insa",2020-01-21,2020-01-17,2020-01-20,2122,"others",5.5,116.71,"fed"
"14116","insa",2020-01-14,2020-01-10,2020-01-13,2040,"cdu",27,550.8,"fed"
"14117","insa",2020-01-14,2020-01-10,2020-01-13,2040,"spd",12.5,255,"fed"
"14118","insa",2020-01-14,2020-01-10,2020-01-13,2040,"greens",21,428.4,"fed"
"14119","insa",2020-01-14,2020-01-10,2020-01-13,2040,"fdp",9.5,193.8,"fed"
"14120","insa",2020-01-14,2020-01-10,2020-01-13,2040,"left",9,183.6,"fed"
"14121","insa",2020-01-14,2020-01-10,2020-01-13,2040,"afd",15,306,"fed"
"14122","insa",2020-01-14,2020-01-10,2020-01-13,2040,"others",6,122.4,"fed"
"14123","insa",2020-01-06,2020-01-03,2020-01-06,2048,"cdu",29,593.92,"fed"
"14124","insa",2020-01-06,2020-01-03,2020-01-06,2048,"spd",13,266.24,"fed"
"14125","insa",2020-01-06,2020-01-03,2020-01-06,2048,"greens",21.5,440.32,"fed"
"14126","insa",2020-01-06,2020-01-03,2020-01-06,2048,"fdp",9,184.32,"fed"
"14127","insa",2020-01-06,2020-01-03,2020-01-06,2048,"left",8.5,174.08,"fed"
"14128","insa",2020-01-06,2020-01-03,2020-01-06,2048,"afd",14,286.72,"fed"
"14129","insa",2020-01-06,2020-01-03,2020-01-06,2048,"others",5,102.4,"fed"
"14130","insa",2019-12-24,2019-12-20,2019-12-23,2034,"cdu",28,569.52,"fed"
"14131","insa",2019-12-24,2019-12-20,2019-12-23,2034,"spd",13,264.42,"fed"
"14132","insa",2019-12-24,2019-12-20,2019-12-23,2034,"greens",21,427.14,"fed"
"14133","insa",2019-12-24,2019-12-20,2019-12-23,2034,"fdp",10,203.4,"fed"
"14134","insa",2019-12-24,2019-12-20,2019-12-23,2034,"left",8,162.72,"fed"
"14135","insa",2019-12-24,2019-12-20,2019-12-23,2034,"afd",15,305.1,"fed"
"14136","insa",2019-12-24,2019-12-20,2019-12-23,2034,"others",5,101.7,"fed"
"14137","insa",2019-12-16,2019-12-13,2019-12-16,2020,"cdu",27,545.4,"fed"
"14138","insa",2019-12-16,2019-12-13,2019-12-16,2020,"spd",13,262.6,"fed"
"14139","insa",2019-12-16,2019-12-13,2019-12-16,2020,"greens",21,424.2,"fed"
"14140","insa",2019-12-16,2019-12-13,2019-12-16,2020,"fdp",8.5,171.7,"fed"
"14141","insa",2019-12-16,2019-12-13,2019-12-16,2020,"left",9.5,191.9,"fed"
"14142","insa",2019-12-16,2019-12-13,2019-12-16,2020,"afd",15,303,"fed"
"14143","insa",2019-12-16,2019-12-13,2019-12-16,2020,"others",6,121.2,"fed"
"14144","insa",2019-12-09,2019-12-06,2019-12-09,2052,"cdu",28,574.56,"fed"
"14145","insa",2019-12-09,2019-12-06,2019-12-09,2052,"spd",14,287.28,"fed"
"14146","insa",2019-12-09,2019-12-06,2019-12-09,2052,"greens",20.5,420.66,"fed"
"14147","insa",2019-12-09,2019-12-06,2019-12-09,2052,"fdp",8.5,174.42,"fed"
"14148","insa",2019-12-09,2019-12-06,2019-12-09,2052,"left",8.5,174.42,"fed"
"14149","insa",2019-12-09,2019-12-06,2019-12-09,2052,"afd",15,307.8,"fed"
"14150","insa",2019-12-09,2019-12-06,2019-12-09,2052,"others",5.5,112.86,"fed"
"14151","insa",2019-12-02,2019-11-29,2019-12-02,2060,"cdu",26.5,545.9,"fed"
"14152","insa",2019-12-02,2019-11-29,2019-12-02,2060,"spd",13.5,278.1,"fed"
"14153","insa",2019-12-02,2019-11-29,2019-12-02,2060,"greens",21.5,442.9,"fed"
"14154","insa",2019-12-02,2019-11-29,2019-12-02,2060,"fdp",8.5,175.1,"fed"
"14155","insa",2019-12-02,2019-11-29,2019-12-02,2060,"left",9,185.4,"fed"
"14156","insa",2019-12-02,2019-11-29,2019-12-02,2060,"afd",15,309,"fed"
"14157","insa",2019-12-02,2019-11-29,2019-12-02,2060,"others",6,123.6,"fed"
"14158","insa",2019-11-26,2019-11-22,2019-11-25,2069,"cdu",26.5,548.285,"fed"
"14159","insa",2019-11-26,2019-11-22,2019-11-25,2069,"spd",14.5,300.005,"fed"
"14160","insa",2019-11-26,2019-11-22,2019-11-25,2069,"greens",22,455.18,"fed"
"14161","insa",2019-11-26,2019-11-22,2019-11-25,2069,"fdp",8.5,175.865,"fed"
"14162","insa",2019-11-26,2019-11-22,2019-11-25,2069,"left",9.5,196.555,"fed"
"14163","insa",2019-11-26,2019-11-22,2019-11-25,2069,"afd",14,289.66,"fed"
"14164","insa",2019-11-26,2019-11-22,2019-11-25,2069,"others",5,103.45,"fed"
"14165","insa",2019-11-18,2019-11-15,2019-11-18,4115,"cdu",25,1028.75,"fed"
"14166","insa",2019-11-18,2019-11-15,2019-11-18,4115,"spd",15.5,637.825,"fed"
"14167","insa",2019-11-18,2019-11-15,2019-11-18,4115,"greens",21,864.15,"fed"
"14168","insa",2019-11-18,2019-11-15,2019-11-18,4115,"fdp",8.5,349.775,"fed"
"14169","insa",2019-11-18,2019-11-15,2019-11-18,4115,"left",10,411.5,"fed"
"14170","insa",2019-11-18,2019-11-15,2019-11-18,4115,"afd",15,617.25,"fed"
"14171","insa",2019-11-18,2019-11-15,2019-11-18,4115,"others",5,205.75,"fed"
"14172","insa",2019-11-12,2019-11-08,2019-11-11,2096,"cdu",25.5,534.48,"fed"
"14173","insa",2019-11-12,2019-11-08,2019-11-11,2096,"spd",15.5,324.88,"fed"
"14174","insa",2019-11-12,2019-11-08,2019-11-11,2096,"greens",20.5,429.68,"fed"
"14175","insa",2019-11-12,2019-11-08,2019-11-11,2096,"fdp",8,167.68,"fed"
"14176","insa",2019-11-12,2019-11-08,2019-11-11,2096,"left",9.5,199.12,"fed"
"14177","insa",2019-11-12,2019-11-08,2019-11-11,2096,"afd",15,314.4,"fed"
"14178","insa",2019-11-12,2019-11-08,2019-11-11,2096,"others",6,125.76,"fed"
"14179","insa",2019-11-04,2019-11-01,2019-11-04,2047,"cdu",25.5,521.985,"fed"
"14180","insa",2019-11-04,2019-11-01,2019-11-04,2047,"spd",13.5,276.345,"fed"
"14181","insa",2019-11-04,2019-11-01,2019-11-04,2047,"greens",21,429.87,"fed"
"14182","insa",2019-11-04,2019-11-01,2019-11-04,2047,"fdp",8,163.76,"fed"
"14183","insa",2019-11-04,2019-11-01,2019-11-04,2047,"left",10,204.7,"fed"
"14184","insa",2019-11-04,2019-11-01,2019-11-04,2047,"afd",16,327.52,"fed"
"14185","insa",2019-11-04,2019-11-01,2019-11-04,2047,"others",6,122.82,"fed"
"14186","insa",2019-10-29,2019-10-25,2019-10-28,2042,"cdu",26,530.92,"fed"
"14187","insa",2019-10-29,2019-10-25,2019-10-28,2042,"spd",13.5,275.67,"fed"
"14188","insa",2019-10-29,2019-10-25,2019-10-28,2042,"greens",23,469.66,"fed"
"14189","insa",2019-10-29,2019-10-25,2019-10-28,2042,"fdp",7.5,153.15,"fed"
"14190","insa",2019-10-29,2019-10-25,2019-10-28,2042,"left",9,183.78,"fed"
"14191","insa",2019-10-29,2019-10-25,2019-10-28,2042,"afd",15.5,316.51,"fed"
"14192","insa",2019-10-29,2019-10-25,2019-10-28,2042,"others",5.5,112.31,"fed"
"14193","insa",2019-10-22,2019-10-18,2019-10-21,2041,"cdu",27,551.07,"fed"
"14194","insa",2019-10-22,2019-10-18,2019-10-21,2041,"spd",13.5,275.535,"fed"
"14195","insa",2019-10-22,2019-10-18,2019-10-21,2041,"greens",22.5,459.225,"fed"
"14196","insa",2019-10-22,2019-10-18,2019-10-21,2041,"fdp",7.5,153.075,"fed"
"14197","insa",2019-10-22,2019-10-18,2019-10-21,2041,"left",9,183.69,"fed"
"14198","insa",2019-10-22,2019-10-18,2019-10-21,2041,"afd",15,306.15,"fed"
"14199","insa",2019-10-22,2019-10-18,2019-10-21,2041,"others",5.5,112.255,"fed"
"14200","insa",2019-10-15,2019-10-11,2019-10-14,2052,"cdu",28,574.56,"fed"
"14201","insa",2019-10-15,2019-10-11,2019-10-14,2052,"spd",14,287.28,"fed"
"14202","insa",2019-10-15,2019-10-11,2019-10-14,2052,"greens",21.5,441.18,"fed"
"14203","insa",2019-10-15,2019-10-11,2019-10-14,2052,"fdp",7.5,153.9,"fed"
"14204","insa",2019-10-15,2019-10-11,2019-10-14,2052,"left",8,164.16,"fed"
"14205","insa",2019-10-15,2019-10-11,2019-10-14,2052,"afd",15,307.8,"fed"
"14206","insa",2019-10-15,2019-10-11,2019-10-14,2052,"others",6,123.12,"fed"
"14207","insa",2019-10-08,2019-10-04,2019-10-07,2059,"cdu",27,555.93,"fed"
"14208","insa",2019-10-08,2019-10-04,2019-10-07,2059,"spd",13,267.67,"fed"
"14209","insa",2019-10-08,2019-10-04,2019-10-07,2059,"greens",21,432.39,"fed"
"14210","insa",2019-10-08,2019-10-04,2019-10-07,2059,"fdp",8.5,175.015,"fed"
"14211","insa",2019-10-08,2019-10-04,2019-10-07,2059,"left",9,185.31,"fed"
"14212","insa",2019-10-08,2019-10-04,2019-10-07,2059,"afd",16,329.44,"fed"
"14213","insa",2019-10-08,2019-10-04,2019-10-07,2059,"others",5.5,113.245,"fed"
"14214","insa",2019-09-30,2019-09-27,2019-09-30,2058,"cdu",26.5,545.37,"fed"
"14215","insa",2019-09-30,2019-09-27,2019-09-30,2058,"spd",13,267.54,"fed"
"14216","insa",2019-09-30,2019-09-27,2019-09-30,2058,"greens",22,452.76,"fed"
"14217","insa",2019-09-30,2019-09-27,2019-09-30,2058,"fdp",8,164.64,"fed"
"14218","insa",2019-09-30,2019-09-27,2019-09-30,2058,"left",8,164.64,"fed"
"14219","insa",2019-09-30,2019-09-27,2019-09-30,2058,"afd",16,329.28,"fed"
"14220","insa",2019-09-30,2019-09-27,2019-09-30,2058,"others",6.5,133.77,"fed"
"14221","insa",2019-09-23,2019-09-20,2019-09-23,2052,"cdu",26,533.52,"fed"
"14222","insa",2019-09-23,2019-09-20,2019-09-23,2052,"spd",14,287.28,"fed"
"14223","insa",2019-09-23,2019-09-20,2019-09-23,2052,"greens",22,451.44,"fed"
"14224","insa",2019-09-23,2019-09-20,2019-09-23,2052,"fdp",8,164.16,"fed"
"14225","insa",2019-09-23,2019-09-20,2019-09-23,2052,"left",8,164.16,"fed"
"14226","insa",2019-09-23,2019-09-20,2019-09-23,2052,"afd",16,328.32,"fed"
"14227","insa",2019-09-23,2019-09-20,2019-09-23,2052,"others",6,123.12,"fed"
"14228","insa",2019-09-16,2019-09-13,2019-09-16,2053,"cdu",26.5,544.045,"fed"
"14229","insa",2019-09-16,2019-09-13,2019-09-16,2053,"spd",13.5,277.155,"fed"
"14230","insa",2019-09-16,2019-09-13,2019-09-16,2053,"greens",22.5,461.925,"fed"
"14231","insa",2019-09-16,2019-09-13,2019-09-16,2053,"fdp",7.5,153.975,"fed"
"14232","insa",2019-09-16,2019-09-13,2019-09-16,2053,"left",7.5,153.975,"fed"
"14233","insa",2019-09-16,2019-09-13,2019-09-16,2053,"afd",16,328.48,"fed"
"14234","insa",2019-09-16,2019-09-13,2019-09-16,2053,"others",6.5,133.445,"fed"
"14235","insa",2019-09-10,2019-09-06,2019-09-09,2033,"cdu",27,548.91,"fed"
"14236","insa",2019-09-10,2019-09-06,2019-09-09,2033,"spd",13.5,274.455,"fed"
"14237","insa",2019-09-10,2019-09-06,2019-09-09,2033,"greens",22,447.26,"fed"
"14238","insa",2019-09-10,2019-09-06,2019-09-09,2033,"fdp",8,162.64,"fed"
"14239","insa",2019-09-10,2019-09-06,2019-09-09,2033,"left",7.5,152.475,"fed"
"14240","insa",2019-09-10,2019-09-06,2019-09-09,2033,"afd",15.5,315.115,"fed"
"14241","insa",2019-09-10,2019-09-06,2019-09-09,2033,"others",6.5,132.145,"fed"
"14242","insa",2019-09-02,2019-08-30,2019-09-02,2017,"cdu",26,524.42,"fed"
"14243","insa",2019-09-02,2019-08-30,2019-09-02,2017,"spd",14.5,292.465,"fed"
"14244","insa",2019-09-02,2019-08-30,2019-09-02,2017,"greens",23.5,473.995,"fed"
"14245","insa",2019-09-02,2019-08-30,2019-09-02,2017,"fdp",8.5,171.445,"fed"
"14246","insa",2019-09-02,2019-08-30,2019-09-02,2017,"left",7,141.19,"fed"
"14247","insa",2019-09-02,2019-08-30,2019-09-02,2017,"afd",15,302.55,"fed"
"14248","insa",2019-09-02,2019-08-30,2019-09-02,2017,"others",5.5,110.935,"fed"
"14249","insa",2019-08-26,2019-08-23,2019-08-26,2058,"cdu",26,535.08,"fed"
"14250","insa",2019-08-26,2019-08-23,2019-08-26,2058,"spd",13,267.54,"fed"
"14251","insa",2019-08-26,2019-08-23,2019-08-26,2058,"greens",24,493.92,"fed"
"14252","insa",2019-08-26,2019-08-23,2019-08-26,2058,"fdp",8,164.64,"fed"
"14253","insa",2019-08-26,2019-08-23,2019-08-26,2058,"left",8,164.64,"fed"
"14254","insa",2019-08-26,2019-08-23,2019-08-26,2058,"afd",15,308.7,"fed"
"14255","insa",2019-08-26,2019-08-23,2019-08-26,2058,"others",6,123.48,"fed"
"14256","insa",2019-08-20,2019-08-16,2019-08-19,2056,"cdu",26.5,544.84,"fed"
"14257","insa",2019-08-20,2019-08-16,2019-08-19,2056,"spd",13,267.28,"fed"
"14258","insa",2019-08-20,2019-08-16,2019-08-19,2056,"greens",24.5,503.72,"fed"
"14259","insa",2019-08-20,2019-08-16,2019-08-19,2056,"fdp",9,185.04,"fed"
"14260","insa",2019-08-20,2019-08-16,2019-08-19,2056,"left",8,164.48,"fed"
"14261","insa",2019-08-20,2019-08-16,2019-08-19,2056,"afd",14.5,298.12,"fed"
"14262","insa",2019-08-20,2019-08-16,2019-08-19,2056,"others",4.5,92.52,"fed"
"14263","insa",2019-08-13,2019-08-09,2019-08-11,2060,"cdu",27.5,566.5,"fed"
"14264","insa",2019-08-13,2019-08-09,2019-08-11,2060,"spd",12,247.2,"fed"
"14265","insa",2019-08-13,2019-08-09,2019-08-11,2060,"greens",23.5,484.1,"fed"
"14266","insa",2019-08-13,2019-08-09,2019-08-11,2060,"fdp",9,185.4,"fed"
"14267","insa",2019-08-13,2019-08-09,2019-08-11,2060,"left",8,164.8,"fed"
"14268","insa",2019-08-13,2019-08-09,2019-08-11,2060,"afd",14.5,298.7,"fed"
"14269","insa",2019-08-13,2019-08-09,2019-08-11,2060,"others",5.5,113.3,"fed"
"14270","insa",2019-08-05,2019-08-02,2019-08-05,2049,"cdu",27.5,563.475,"fed"
"14271","insa",2019-08-05,2019-08-02,2019-08-05,2049,"spd",11.5,235.635,"fed"
"14272","insa",2019-08-05,2019-08-02,2019-08-05,2049,"greens",23.5,481.515,"fed"
"14273","insa",2019-08-05,2019-08-02,2019-08-05,2049,"fdp",9,184.41,"fed"
"14274","insa",2019-08-05,2019-08-02,2019-08-05,2049,"left",9,184.41,"fed"
"14275","insa",2019-08-05,2019-08-02,2019-08-05,2049,"afd",15,307.35,"fed"
"14276","insa",2019-08-05,2019-08-02,2019-08-05,2049,"others",4.5,92.205,"fed"
"14277","insa",2019-07-30,2019-07-26,2019-07-29,2036,"cdu",27,549.72,"fed"
"14278","insa",2019-07-30,2019-07-26,2019-07-29,2036,"spd",12.5,254.5,"fed"
"14279","insa",2019-07-30,2019-07-26,2019-07-29,2036,"greens",24.5,498.82,"fed"
"14280","insa",2019-07-30,2019-07-26,2019-07-29,2036,"fdp",9,183.24,"fed"
"14281","insa",2019-07-30,2019-07-26,2019-07-29,2036,"left",8,162.88,"fed"
"14282","insa",2019-07-30,2019-07-26,2019-07-29,2036,"afd",14.5,295.22,"fed"
"14283","insa",2019-07-30,2019-07-26,2019-07-29,2036,"others",4.5,91.62,"fed"
"14284","insa",2019-07-22,2019-07-19,2019-07-22,2081,"cdu",28.5,593.085,"fed"
"14285","insa",2019-07-22,2019-07-19,2019-07-22,2081,"spd",12.5,260.125,"fed"
"14286","insa",2019-07-22,2019-07-19,2019-07-22,2081,"greens",22.5,468.225,"fed"
"14287","insa",2019-07-22,2019-07-19,2019-07-22,2081,"fdp",8,166.48,"fed"
"14288","insa",2019-07-22,2019-07-19,2019-07-22,2081,"left",8,166.48,"fed"
"14289","insa",2019-07-22,2019-07-19,2019-07-22,2081,"afd",14.5,301.745,"fed"
"14290","insa",2019-07-22,2019-07-19,2019-07-22,2081,"others",6,124.86,"fed"
"14291","insa",2019-07-15,2019-07-12,2019-07-15,2043,"cdu",26,531.18,"fed"
"14292","insa",2019-07-15,2019-07-12,2019-07-15,2043,"spd",14,286.02,"fed"
"14293","insa",2019-07-15,2019-07-12,2019-07-15,2043,"greens",23,469.89,"fed"
"14294","insa",2019-07-15,2019-07-12,2019-07-15,2043,"fdp",9,183.87,"fed"
"14295","insa",2019-07-15,2019-07-12,2019-07-15,2043,"left",9,183.87,"fed"
"14296","insa",2019-07-15,2019-07-12,2019-07-15,2043,"afd",14,286.02,"fed"
"14297","insa",2019-07-15,2019-07-12,2019-07-15,2043,"others",5,102.15,"fed"
"14298","insa",2019-07-09,2019-07-05,2019-07-08,2069,"cdu",27,558.63,"fed"
"14299","insa",2019-07-09,2019-07-05,2019-07-08,2069,"spd",13.5,279.315,"fed"
"14300","insa",2019-07-09,2019-07-05,2019-07-08,2069,"greens",24,496.56,"fed"
"14301","insa",2019-07-09,2019-07-05,2019-07-08,2069,"fdp",8,165.52,"fed"
"14302","insa",2019-07-09,2019-07-05,2019-07-08,2069,"left",8.5,175.865,"fed"
"14303","insa",2019-07-09,2019-07-05,2019-07-08,2069,"afd",14,289.66,"fed"
"14304","insa",2019-07-09,2019-07-05,2019-07-08,2069,"others",5,103.45,"fed"
"14305","insa",2019-07-01,2019-06-28,2019-07-01,2053,"cdu",27,554.31,"fed"
"14306","insa",2019-07-01,2019-06-28,2019-07-01,2053,"spd",13,266.89,"fed"
"14307","insa",2019-07-01,2019-06-28,2019-07-01,2053,"greens",24,492.72,"fed"
"14308","insa",2019-07-01,2019-06-28,2019-07-01,2053,"fdp",8,164.24,"fed"
"14309","insa",2019-07-01,2019-06-28,2019-07-01,2053,"left",8,164.24,"fed"
"14310","insa",2019-07-01,2019-06-28,2019-07-01,2053,"afd",14,287.42,"fed"
"14311","insa",2019-07-01,2019-06-28,2019-07-01,2053,"others",6,123.18,"fed"
"14312","insa",2019-06-25,2019-06-21,2019-06-24,2078,"cdu",25.5,529.89,"fed"
"14313","insa",2019-06-25,2019-06-21,2019-06-24,2078,"spd",12.5,259.75,"fed"
"14314","insa",2019-06-25,2019-06-21,2019-06-24,2078,"greens",25.5,529.89,"fed"
"14315","insa",2019-06-25,2019-06-21,2019-06-24,2078,"fdp",8.5,176.63,"fed"
"14316","insa",2019-06-25,2019-06-21,2019-06-24,2078,"left",9,187.02,"fed"
"14317","insa",2019-06-25,2019-06-21,2019-06-24,2078,"afd",13.5,280.53,"fed"
"14318","insa",2019-06-25,2019-06-21,2019-06-24,2078,"others",5.5,114.29,"fed"
"14319","insa",2019-06-18,2019-06-14,2019-06-17,2060,"cdu",25,515,"fed"
"14320","insa",2019-06-18,2019-06-14,2019-06-17,2060,"spd",13,267.8,"fed"
"14321","insa",2019-06-18,2019-06-14,2019-06-17,2060,"greens",25,515,"fed"
"14322","insa",2019-06-18,2019-06-14,2019-06-17,2060,"fdp",9,185.4,"fed"
"14323","insa",2019-06-18,2019-06-14,2019-06-17,2060,"left",9,185.4,"fed"
"14324","insa",2019-06-18,2019-06-14,2019-06-17,2060,"afd",13.5,278.1,"fed"
"14325","insa",2019-06-18,2019-06-14,2019-06-17,2060,"others",5.5,113.3,"fed"
"14326","insa",2019-06-11,2019-06-07,2019-06-10,2074,"cdu",24,497.76,"fed"
"14327","insa",2019-06-11,2019-06-07,2019-06-10,2074,"spd",13,269.62,"fed"
"14328","insa",2019-06-11,2019-06-07,2019-06-10,2074,"greens",26.5,549.61,"fed"
"14329","insa",2019-06-11,2019-06-07,2019-06-10,2074,"fdp",9,186.66,"fed"
"14330","insa",2019-06-11,2019-06-07,2019-06-10,2074,"left",7.5,155.55,"fed"
"14331","insa",2019-06-11,2019-06-07,2019-06-10,2074,"afd",13.5,279.99,"fed"
"14332","insa",2019-06-11,2019-06-07,2019-06-10,2074,"others",6.5,134.81,"fed"
"14333","insa",2019-06-03,2019-06-03,2019-06-03,1000,"cdu",26,260,"fed"
"14334","insa",2019-06-03,2019-06-03,2019-06-03,1000,"spd",14,140,"fed"
"14335","insa",2019-06-03,2019-06-03,2019-06-03,1000,"greens",25,250,"fed"
"14336","insa",2019-06-03,2019-06-03,2019-06-03,1000,"fdp",8,80,"fed"
"14337","insa",2019-06-03,2019-06-03,2019-06-03,1000,"left",8,80,"fed"
"14338","insa",2019-06-03,2019-06-03,2019-06-03,1000,"afd",13,130,"fed"
"14339","insa",2019-06-03,2019-06-03,2019-06-03,1000,"others",6,60,"fed"
"14340","insa",2019-05-28,2019-05-24,2019-05-27,2039,"cdu",27.5,560.725,"fed"
"14341","insa",2019-05-28,2019-05-24,2019-05-27,2039,"spd",15.5,316.045,"fed"
"14342","insa",2019-05-28,2019-05-24,2019-05-27,2039,"greens",19,387.41,"fed"
"14343","insa",2019-05-28,2019-05-24,2019-05-27,2039,"fdp",9.5,193.705,"fed"
"14344","insa",2019-05-28,2019-05-24,2019-05-27,2039,"left",9,183.51,"fed"
"14345","insa",2019-05-28,2019-05-24,2019-05-27,2039,"afd",13.5,275.265,"fed"
"14346","insa",2019-05-28,2019-05-24,2019-05-27,2039,"others",6,122.34,"fed"
"14347","insa",2019-05-21,2019-05-17,2019-05-20,2074,"cdu",28,580.72,"fed"
"14348","insa",2019-05-21,2019-05-17,2019-05-20,2074,"spd",15.5,321.47,"fed"
"14349","insa",2019-05-21,2019-05-17,2019-05-20,2074,"greens",18.5,383.69,"fed"
"14350","insa",2019-05-21,2019-05-17,2019-05-20,2074,"fdp",10,207.4,"fed"
"14351","insa",2019-05-21,2019-05-17,2019-05-20,2074,"left",9,186.66,"fed"
"14352","insa",2019-05-21,2019-05-17,2019-05-20,2074,"afd",14,290.36,"fed"
"14353","insa",2019-05-21,2019-05-17,2019-05-20,2074,"others",5,103.7,"fed"
"14354","insa",2019-05-13,2019-05-10,2019-05-13,2044,"cdu",28.5,582.54,"fed"
"14355","insa",2019-05-13,2019-05-10,2019-05-13,2044,"spd",16,327.04,"fed"
"14356","insa",2019-05-13,2019-05-10,2019-05-13,2044,"greens",19,388.36,"fed"
"14357","insa",2019-05-13,2019-05-10,2019-05-13,2044,"fdp",9.5,194.18,"fed"
"14358","insa",2019-05-13,2019-05-10,2019-05-13,2044,"left",9,183.96,"fed"
"14359","insa",2019-05-13,2019-05-10,2019-05-13,2044,"afd",14,286.16,"fed"
"14360","insa",2019-05-13,2019-05-10,2019-05-13,2044,"others",4,81.76,"fed"
"14361","insa",2019-05-07,2019-05-03,2019-05-06,2089,"cdu",28.5,595.365,"fed"
"14362","insa",2019-05-07,2019-05-03,2019-05-06,2089,"spd",16,334.24,"fed"
"14363","insa",2019-05-07,2019-05-03,2019-05-06,2089,"greens",20,417.8,"fed"
"14364","insa",2019-05-07,2019-05-03,2019-05-06,2089,"fdp",9,188.01,"fed"
"14365","insa",2019-05-07,2019-05-03,2019-05-06,2089,"left",8.5,177.565,"fed"
"14366","insa",2019-05-07,2019-05-03,2019-05-06,2089,"afd",14,292.46,"fed"
"14367","insa",2019-05-07,2019-05-03,2019-05-06,2089,"others",4,83.56,"fed"
"14368","insa",2019-04-29,2019-04-26,2019-04-29,2005,"cdu",28,561.4,"fed"
"14369","insa",2019-04-29,2019-04-26,2019-04-29,2005,"spd",16,320.8,"fed"
"14370","insa",2019-04-29,2019-04-26,2019-04-29,2005,"greens",19,380.95,"fed"
"14371","insa",2019-04-29,2019-04-26,2019-04-29,2005,"fdp",10,200.5,"fed"
"14372","insa",2019-04-29,2019-04-26,2019-04-29,2005,"left",9,180.45,"fed"
"14373","insa",2019-04-29,2019-04-26,2019-04-29,2005,"afd",14,280.7,"fed"
"14374","insa",2019-04-29,2019-04-26,2019-04-29,2005,"others",4,80.2,"fed"
"14375","insa",2019-04-23,2019-04-18,2019-04-21,1005,"cdu",30,301.5,"fed"
"14376","insa",2019-04-23,2019-04-18,2019-04-21,1005,"spd",16,160.8,"fed"
"14377","insa",2019-04-23,2019-04-18,2019-04-21,1005,"greens",17,170.85,"fed"
"14378","insa",2019-04-23,2019-04-18,2019-04-21,1005,"fdp",10,100.5,"fed"
"14379","insa",2019-04-23,2019-04-18,2019-04-21,1005,"left",10,100.5,"fed"
"14380","insa",2019-04-23,2019-04-18,2019-04-21,1005,"afd",14,140.7,"fed"
"14381","insa",2019-04-23,2019-04-18,2019-04-21,1005,"others",3,30.15,"fed"
"14382","insa",2019-04-15,2019-04-12,2019-04-15,2013,"cdu",30.5,613.965,"fed"
"14383","insa",2019-04-15,2019-04-12,2019-04-15,2013,"spd",15.5,312.015,"fed"
"14384","insa",2019-04-15,2019-04-12,2019-04-15,2013,"greens",18,362.34,"fed"
"14385","insa",2019-04-15,2019-04-12,2019-04-15,2013,"fdp",9,181.17,"fed"
"14386","insa",2019-04-15,2019-04-12,2019-04-15,2013,"left",9,181.17,"fed"
"14387","insa",2019-04-15,2019-04-12,2019-04-15,2013,"afd",14,281.82,"fed"
"14388","insa",2019-04-15,2019-04-12,2019-04-15,2013,"others",4,80.52,"fed"
"14389","insa",2019-04-09,2019-04-05,2019-04-08,2040,"cdu",29,591.6,"fed"
"14390","insa",2019-04-09,2019-04-05,2019-04-08,2040,"spd",15.5,316.2,"fed"
"14391","insa",2019-04-09,2019-04-05,2019-04-08,2040,"greens",19,387.6,"fed"
"14392","insa",2019-04-09,2019-04-05,2019-04-08,2040,"fdp",10,204,"fed"
"14393","insa",2019-04-09,2019-04-05,2019-04-08,2040,"left",8.5,173.4,"fed"
"14394","insa",2019-04-09,2019-04-05,2019-04-08,2040,"afd",14,285.6,"fed"
"14395","insa",2019-04-09,2019-04-05,2019-04-08,2040,"others",4,81.6,"fed"
"14396","insa",2019-04-01,2019-03-28,2019-04-01,4000,"cdu",29.5,1180,"fed"
"14397","insa",2019-04-01,2019-03-28,2019-04-01,4000,"spd",16.5,660,"fed"
"14398","insa",2019-04-01,2019-03-28,2019-04-01,4000,"greens",17.5,700,"fed"
"14399","insa",2019-04-01,2019-03-28,2019-04-01,4000,"fdp",10,400,"fed"
"14400","insa",2019-04-01,2019-03-28,2019-04-01,4000,"left",8.5,340,"fed"
"14401","insa",2019-04-01,2019-03-28,2019-04-01,4000,"afd",13.5,540,"fed"
"14402","insa",2019-04-01,2019-03-28,2019-04-01,4000,"others",4.5,180,"fed"
"14403","insa",2019-03-26,2019-03-22,2019-03-25,2012,"cdu",30.5,613.66,"fed"
"14404","insa",2019-03-26,2019-03-22,2019-03-25,2012,"spd",15.5,311.86,"fed"
"14405","insa",2019-03-26,2019-03-22,2019-03-25,2012,"greens",17.5,352.1,"fed"
"14406","insa",2019-03-26,2019-03-22,2019-03-25,2012,"fdp",9,181.08,"fed"
"14407","insa",2019-03-26,2019-03-22,2019-03-25,2012,"left",9,181.08,"fed"
"14408","insa",2019-03-26,2019-03-22,2019-03-25,2012,"afd",13.5,271.62,"fed"
"14409","insa",2019-03-26,2019-03-22,2019-03-25,2012,"others",5,100.6,"fed"
"14410","insa",2019-03-18,2019-03-15,2019-03-18,2030,"cdu",29.5,598.85,"fed"
"14411","insa",2019-03-18,2019-03-15,2019-03-18,2030,"spd",16,324.8,"fed"
